Name,Pokedex Number,Generation,Stage,Egg Group 1,Egg Grioup 2,Type 1,Type 2,Baby Stage,Evolves By,Basic Stage,Evolves By,Stage 1,Evolves By,Stage 2,Evolves By,Basic Stage Alternative 1,Evolves By,Basic Stage Alternative 2,Evolves By,Stage 1 Alternate 1,Evolves By,Stage 1 Alternate 2,Evolves By,Stage 1 Alternate 3,Evolves By,Stage 1 Alternate 4,Evolves By,Stage 1 Alternate 5,Evolves By,Stage 1 Alternate 6,Evolves By,Stage 1 Alternate 7,Evolves By,Stage 2 Alternate,,,,,,,,,,,,,,,,,,,,,,,
Trevenant,709,6,2,Grass,Amorphous,Ghost,Grass,,,Phantump,Trade,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo,710,6,1,Amorphous,,Ghost,Grass,,,this,Trade,Gourgeist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist,711,6,2,Amorphous,,Ghost,Grass,,,Pumpkaboo,Trade,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergmite,712,6,1,Monster,Mineral,Ice,,,,this,Level Up,Avalugg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg,713,6,2,Monster,Mineral,Ice,,,,Bergmite,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noibat,714,6,1,Flying,Dragon,Flying,Dragon,,,this,Level Up,Noivern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noivern,715,6,2,Flying,Dragon,Flying,Dragon,,,Noibat,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerneas,716,6,1,Undiscovered,,Fairy,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yveltal,717,6,1,Undiscovered,,Dark,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zygarde,718,6,1,Undiscovered,,Dragon,Ground,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diancie,719,6,1,Undiscovered,,Rock,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoopa Confined,720,6,1,Undiscovered,,Psychic,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoopa Unbound,720,6,1,Undiscovered,,Psychic,Dark,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanion,721,6,1,Undiscovered,,Fire,Water,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowlet,722,7,1,Flying,,Grass,Flying,,,this,Level Up,Datrix,Level Up,Decidueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datrix,723,7,2,Flying,,Grass,Flying,,,Rowlet,Level Up,this,Level Up,Decidueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decidueye,724,7,3,Flying,,Grass,Ghost,,,Rowlet,Level Up,Datrix,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litten,725,7,1,Field,,Fire,,,,this,Level Up,Torracat,Level Up,Incineroar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torracat,726,7,2,Field,,Fire,,,,Litten,Level Up,this,Level Up,Incineroar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incineroar,727,7,3,Field,,Fire,Dark,,,Litten,Level Up,Torracat,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popplio,728,7,1,Water 1,Field,Water,,,,this,Level Up,Brionne,Level Up,Primarina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brionne,729,7,2,Water 1,Field,Water,,,,Popplio,Level Up,this,Level Up,Primarina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primarina,730,7,3,Water 1,Field,Water,Fairy,,,Popplio,Level Up,Brionne,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikipek,731,7,1,Flying,,Normal,Flying,,,this,Level Up,Tumbeak,Level Up,Toucannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbeak,732,7,2,Flying,,Normal,Flying,,,Pikipek,Level Up,this,Level Up,Toucannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toucannon,733,7,3,Flying,,Normal,Flying,,,Pikipek,Level Up,Tumbeak,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yungoos,734,7,1,Field,,Normal,,,,this,Level Up,Gumshoos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gumshoos,735,7,2,Field,,Normal,,,,Yungoos,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grubbin,736,7,1,Bug,,Bug,,,,this,Level Up,Charjabug,Thunder Stone,Vikavolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charjabug,737,7,2,Bug,,Bug,Electric,,,Grubbin,Level Up,this,Thunder Stone,Vikavolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikavolt,738,7,3,Bug,,Bug,Electric,,,Grubbin,Level Up,Charjabug,Thunder Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabrawler,739,7,1,Water 3,,Fighting,,,,this,Level Up at Mount Lanakila,Crabominable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,740,7,2,Water 3,,Fighting,Ice,,,Crabrawler,Level Up at Mount Lanakila,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio Baile Style,741,7,1,Flying,,Fire,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio Pom-Pom Style,741,7,1,Flying,,Electric,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio Pa u Style,741,7,1,Flying,,Psychic,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio Sensu Style,741,7,1,Flying,,Ghost,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutiefly,742,7,1,Bug,Fairy,Bug,Fairy,,,this,Level Up,Ribombee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribombee,743,7,2,Bug,Fairy,Bug,Fairy,,,Cutiefly,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockruff,744,7,1,Field,,Rock,,,,this,Level Up during the Day,Lycanroc Midday Form,,,,,,,Level Up during the Night,Lycanroc Midnight Form,Level Up with Hidden Ability between 5pm to 5:59pm (Dusk),Lycanroc Dusk Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc Midday Form,745,7,2,Field,,Rock,,,,Rockruff,Level Up during the Day,this,,,,,,,Level Up during the Night,Lycanroc Midnight Form,Level Up with Hidden Ability between 5pm to 5:59pm (Dusk),Lycanroc Dusk Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc Midnight Form,745,7,2,Field,,Rock,,,,Rockruff,Level Up during the Day,Lycanroc Midday Form,,,,,,,Level Up during the Night,this,Level Up with Hidden Ability between 5pm to 5:59pm (Dusk),Lycanroc Dusk Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc Dusk Form,745,7,2,Field,,Rock,,,,Rockruff,Level Up during the Day,Lycanroc Midday Form,,,,,,,Level Up during the Night,Lycanroc Midnight Form,Level Up with Hidden Ability between 5pm to 5:59pm (Dusk),this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wishiwashi,746,7,1,Water 2,,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareanie,747,7,1,Water 1,,Poison,Water,,,this,Level Up,Toxapex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxapex,748,7,2,Water 1,,Poison,Water,,,Mareanie,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudbray,749,7,1,Field,,Ground,,,,this,Level Up,Mudsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudsdale,750,7,2,Field,,Ground,,,,Mudbray,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewpider,751,7,1,Water 1,Bug,Water,Bug,,,this,Level Up,Araquanid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araquanid,752,7,2,Water 1,Bug,Water,Bug,,,Dewpider,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fomantis,753,7,1,Grass,,Grass,,,,this,Level Up during the Day,Lurantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurantis,754,7,2,Grass,,Grass,,,,Fomantis,Level Up during the Day,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelull,755,7,1,Grass,,Grass,Fairy,,,this,Level Up,Shiinotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiinotic,756,7,2,Grass,,Grass,Fairy,,,Morelull,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salandit,757,7,1,Monster,Dragon,Poison,Fire,,,this,Level Up Female Salandit,Salazzle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salazzle,758,7,2,Monster,Dragon,Poison,Fire,,,Salandit,Level Up Female Salandit,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stufful,759,7,1,Field,,Normal,Fighting,,,this,Level Up,Bewear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bewear,760,7,2,Field,,Normal,Fighting,,,Stufful,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bounsweet,761,7,1,Grass,,Grass,,,,this,Level Up,Steenee,Level Up knowing Stomp,Tsareena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steenee,762,7,2,Grass,,Grass,,,,Bounsweet,Level Up,this,Level Up knowing Stomp,Tsareena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsareena,763,7,3,Grass,,Grass,,,,Bounsweet,Level Up,Steenee,Level Up knowing Stomp,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfey,764,7,1,Grass,,Fairy,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oranguru,765,7,1,Field,,Normal,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passimian,766,7,1,Field,,Fighting,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wimpod,767,7,1,Bug,Water 3,Bug,Water,,,this,Level Up,Golisopod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golisopod,768,7,2,Bug,Water 3,Bug,Water,,,Wimpod,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandygast,769,7,1,Amorphous,,Ghost,Ground,,,this,Level Up,Palossand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palossand,770,7,2,Amorphous,,Ghost,Ground,,,Sandygast,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyukumuku,771,7,1,Water 1,,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type Null,772,7,1,Undiscovered,,Normal,,,,this,Friendship,Silvally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvally,773,7,1,Undiscovered,,Normal,,,,Type Null,Friendship,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minior,774,7,1,Mineral,,Rock,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komala,775,7,1,Field,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtonator,776,7,1,Monster,Dragon,Fire,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togedemaru,777,7,1,Field,Fairy,Electric,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,778,7,1,Amorphous,,Ghost,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruxish,779,7,1,Water 2,,Water,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drampa,780,7,1,Monster,Dragon,Normal,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhelmise,781,7,1,Mineral,,Ghost,Grass,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangmo-o,782,7,1,Dragon,,Dragon,,,,this,Level Up,Hakamo-o,Level Up,Kommo-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakamo-o,783,7,2,Dragon,,Dragon,Fighting,,,Jangmo-o,Level Up,this,Level Up,Kommo-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kommo-o,784,7,3,Dragon,,Dragon,Fighting,,,Jangmo-o,Level Up,Hakamo-o,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Koko,785,7,1,Undiscovered,,Electric,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Lele,786,7,1,Undiscovered,,Psychic,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Bulu,787,7,1,Undiscovered,,Grass,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Fini,788,7,1,Undiscovered,,Water,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmog,789,7,1,Undiscovered,,Psychic,,,,this,Level Up,Cosmoem,Level Up in Sun-Ultra Sun-Sword,Solgaleo,,,,,,,,,,,,,,,,,,,Level Up In Moon-Ultra Moon-Shield,Lunala,,,,,,,,,,,,,,,,,,,,,,,
Cosmoem,790,7,2,Undiscovered,,Psychic,,,,Cosmog,Level Up,this,Level Up in Sun-Ultra Sun-Sword,Solgaleo,,,,,,,,,,,,,,,,,,,Level Up In Moon-Ultra Moon-Shield,Lunala,,,,,,,,,,,,,,,,,,,,,,,
Solgaleo,791,7,3,Undiscovered,,Psychic,Steel,,,Cosmog,Level Up,Cosmoem,Level Up in Sun-Ultra Sun-Sword,this,,,,,,,,,,,,,,,,,,,Level Up In Moon-Ultra Moon-Shield,Lunala,,,,,,,,,,,,,,,,,,,,,,,
Lunala,792,7,3,Undiscovered,,Psychic,Ghost,,,Cosmog,Level Up,Cosmoem,Level Up in Sun-Ultra Sun-Sword,Solgaleo,,,,,,,,,,,,,,,,,,,Level Up In Moon-Ultra Moon-Shield,this,,,,,,,,,,,,,,,,,,,,,,,
Nihilego,793,7,1,Undiscovered,,Rock,Poison,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzwole,794,7,1,Undiscovered,,Bug,Fighting,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pheromosa,795,7,1,Undiscovered,,Bug,Fighting,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xurkitree,796,7,1,Undiscovered,,Electric,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celesteela,797,7,1,Undiscovered,,Steel,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kartana,798,7,1,Undiscovered,,Steel,Grass,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guzzlord,799,7,1,Undiscovered,,Dark,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necrozma,800,7,1,Undiscovered,,Psychic,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusk Mane Necrozma,800,7,1,Undiscovered,,Psychic,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawn Wings Necrozma,800,7,1,Undiscovered,,Psychic,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultra Necrozma,800,7,1,Undiscovered,,Psychic,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magearna,801,7,1,Undiscovered,,Steel,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshadow,802,7,1,Undiscovered,,Fighting,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poipole,803,7,1,Undiscovered,,Poison,,,,this,Level Up with Dragon Pulse,Naganadel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naganadel,804,7,2,Undiscovered,,Poison,Dragon,,,Poipole,Level Up with Dragon Pulse,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,805,7,1,Undiscovered,,Rock,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blacephalon,806,7,1,Undiscovered,,Fire,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeraora,807,7,1,Undiscovered,,Electric,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meltan,808,7,1,Undiscovered,,Steel,,,,this,400 Candies,Melmetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,809,7,2,Undiscovered,,Steel,,,,Meltan,400 Candies,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grookey,810,8,1,Field,Grass,Grass,,,,this,Level Up,Thwackey,Level Up,Rillaboom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thwackey,811,8,2,Field,Grass,Grass,,,,Grookey,Level Up,this,Level Up,Rillaboom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rillaboom,812,8,3,Field,Grass,Grass,,,,Grookey,Level Up,Thwackey,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scorbunny,813,8,1,Field,Human-Like,Fire,,,,this,Level Up,Raboot,Level Up,Cinderace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raboot,814,8,2,Field,Human-Like,Fire,,,,Scorbunny,Level Up,this,Level Up,Cinderace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinderace,815,8,3,Field,Human-Like,Fire,,,,Scorbunny,Level Up,Raboot,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobble,816,8,1,Water 1,Field,Water,,,,this,Level Up,Drizzile,Level Up,Inteleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drizzile,817,8,2,Water 1,Field,Water,,,,Sobble,Level Up,this,Level Up,Inteleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inteleon,818,8,3,Water 1,Field,Water,,,,Sobble,Level Up,Drizzile,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skwovet,819,8,1,Field,,Normal,,,,this,Level Up,Greedent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedent,820,8,2,Field,,Normal,,,,Skwovet,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rookidee,821,8,1,Flying,,Flying,,,,this,Level Up,Corvisquire,Level Up,Corviknight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvisquire,822,8,2,Flying,,Flying,,,,Rookidee,Level Up,this,Level Up,Corviknight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corviknight,823,8,3,Flying,,Flying,Steel,,,Rookidee,Level Up,Corvisquire,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blipbug,824,8,1,Bug,,Bug,,,,this,Level Up,Dottler,Level Up,Orbeetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dottler,825,8,2,Bug,,Bug,Psychic,,,Blipbug,Level Up,this,Level Up,Orbeetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbeetle,826,8,3,Bug,,Bug,Psychic,,,Blipbug,Level Up,Dottler,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickit,827,8,1,Field,,Dark,,,,this,Level Up,Thievul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thievul,828,8,2,Field,,Dark,,,,Nickit,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gossifleur,829,8,1,Grass,,Grass,,,,this,Level Up,Eldegoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldegoss,830,8,2,Grass,,Grass,,,,Gossifleur,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooloo,831,8,1,Field,,Normal,,,,this,Level Up,Dubwool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubwool,832,8,2,Field,,Normal,,,,Wooloo,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chewtle,833,8,1,Monster,Water 1,Water,,,,this,Level Up,Drednaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drednaw,834,8,2,Monster,Water 1,Water,Rock,,,Chewtle,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamper,835,8,1,Field,,Electric,,,,this,Level Up,Boltund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boltund,836,8,2,Field,,Electric,,,,Yamper,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolycoly,837,8,1,Mineral,,Rock,,,,this,Level Up,Carkol,Level Up,Coalossal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carkol,838,8,2,Mineral,,Rock,Fire,,,Rolycoly,Level Up,this,Level Up,Coalossal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalossal,839,8,3,Mineral,,Rock,Fire,,,Rolycoly,Level Up,Carkol,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applin,840,8,1,Grass,Dragon,Grass,Dragon,,,this,Tart Apple,Flapple,,,,,,,Sweet Apple,Appletun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flapple,841,8,2,Grass,Dragon,Grass,Dragon,,,Applin,Tart Apple,this,,,,,,,Sweet Apple,Appletun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appletun,842,8,2,Grass,Dragon,Grass,Dragon,,,Applin,Tart Apple,Flapple,,,,,,,Sweet Apple,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicobra,843,8,1,Field,Dragon,Ground,,,,this,Level Up,Sandaconda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandaconda,844,8,2,Field,Dragon,Ground,,,,Silicobra,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cramorant,845,8,1,Water 1,Flying,Flying,Water,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrokunda,846,8,1,Water 2,,Water,,,,this,Level Up,Barraskewda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,847,8,2,Water 2,,Water,,,,Arrokunda,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxel,848,8,1,Undiscovered,,Electric,Poison,,,this,Level Up,Toxitricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxitricity Amped Form,849,8,2,Human-Like,,Electric,Poison,,,Toxel,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sizzlipede,850,8,1,Bug,,Fire,Bug,,,this,Level Up,Centiskorch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centiskorch,851,8,2,Bug,,Fire,Bug,,,Sizzlipede,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
