Method Name,Game,Type,Effected By Shiny Charm,Automatically Applied,Chance of Being Applied,Chain/Encounter/etc Required,Odds,Odds (Percent),Odds (1/x),Shiny Charm Odds,Shiny Charm Odds (Percent),Shiny Charm Odds (1/x),Description,Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,999,0.001844141,0.1844141,542,0.013382422,1.3382422,75,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,999,0.001844141,0.1844141,542,0.013382422,1.3382422,75,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 100,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 100,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 100,Yes,Yes,1,1,0.000254141,0.0254141,3935,0.008732422,0.8732422,115,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 101,Yes,Yes,1,1,0.000254141,0.0254141,3935,0.008732422,0.8732422,115,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 102,Yes,Yes,1,100,0.000844141,0.0844141,1185,0.008472422,0.8472422,118,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 103,Yes,Yes,1,100,0.000844141,0.0844141,1185,0.008472422,0.8472422,118,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 104,Yes,Yes,1,200,0.001044141,0.1044141,958,0.011032422,1.1032422,91,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 105,Yes,Yes,1,200,0.001044141,0.1044141,958,0.011032422,1.1032422,91,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 106,Yes,Yes,1,300,0.001144141,0.1144141,874,0.012302422,1.2302422,81,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 107,Yes,Yes,1,300,0.001144141,0.1144141,874,0.012302422,1.2302422,81,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 108,Yes,Yes,1,400,0.001244141,0.1244141,804,0.013572422,1.3572422,74,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 109,Yes,Yes,1,400,0.001244141,0.1244141,804,0.013572422,1.3572422,74,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 110,Yes,Yes,1,500,0.001344141,0.1344141,744,0.014842422,1.4842422,67,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 111,Yes,Yes,1,500,0.001344141,0.1344141,744,0.014842422,1.4842422,67,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 112,Yes,Yes,1,750,0.001594141,0.1594141,627,0.018002422,1.8002422,56,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 113,Yes,Yes,1,750,0.001594141,0.1594141,627,0.018002422,1.8002422,56,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Omega Ruby,Search Level Plus Chain of 114,Yes,Yes,1,999,0.001844141,0.1844141,542,0.021122422,2.1122422,47,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 100th in chain,Alpha Sapphire,Search Level Plus Chain of 115,Yes,Yes,1,999,0.001844141,0.1844141,542,0.021122422,2.1122422,47,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 100th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Sun,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Available Except Box Legendaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Moon,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Available Except Box Legendaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masuda Method,Sun,Breeding,Yes,Yes,1,1,0.001464844,0.1464844,683,0.001953125,0.1953125,512,Breed Pokemon from two different real world regions (i.e. a Japanese Ditto and a USA Pikachu).,All Breedable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masuda Method,Moon,Breeding,Yes,Yes,1,1,0.001464129,0.1464129,683,0.001953125,0.1953125,512,Breed Pokemon from two different real world regions (i.e. a Japanese Ditto and a USA Pikachu).,All Breedable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft Resetting,Sun,Resetting,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Soft Reset the Game,Starters and Type: Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft Resetting,Moon,Resetting,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Soft Reset the Game,Starters and Type: Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Sun,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Moon,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Sun,Chain Length,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Moon,Chain Length,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Sun,Chain Length,Yes,Yes,1,11,0.001220703,0.1220703,819,0.001708984,0.1708984,585,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Moon,Chain Length,Yes,Yes,1,11,0.001220703,0.1220703,819,0.001708984,0.1708984,585,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Sun,Chain Length,Yes,Yes,1,21,0.002197266,0.2197266,455,0.002685547,0.2685547,372,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Moon,Chain Length,Yes,Yes,1,21,0.002197266,0.2197266,455,0.002685547,0.2685547,372,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Sun,Chain Length,Yes,Yes,1,31,0.003173828,0.3173828,315,0.003662109,0.3662109,273,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Moon,Chain Length,Yes,Yes,1,31,0.003173828,0.3173828,315,0.003662109,0.3662109,273,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Ultra Sun,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Available Except Box Legendaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Ultra Moon,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Available Except Box Legendaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masuda Method,Ultra Sun,Breeding,Yes,Yes,1,1,0.001464844,0.1464844,683,0.001953125,0.1953125,512,Breed Pokemon from two different real world regions (i.e. a Japanese Ditto and a USA Pikachu).,All Breedable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masuda Method,Ultra Moon,Breeding,Yes,Yes,1,1,0.001464129,0.1464129,683,0.001953125,0.1953125,512,Breed Pokemon from two different real world regions (i.e. a Japanese Ditto and a USA Pikachu).,All Breedable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft Resetting,Ultra Sun,Resetting,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Soft Reset the Game,Starters@ Type: Null@ All Legendaries except box Legendaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft Resetting,Ultra Moon,Resetting,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Soft Reset the Game,Starters@ Type: Null@ All Legendaries except box Legendaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Sun,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Moon,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Sun,Chain Length,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Moon,Chain Length,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Sun,Chain Length,Yes,Yes,1,11,0.001220703,0.1220703,819,0.001708984,0.1708984,585,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Moon,Chain Length,Yes,Yes,1,11,0.001220703,0.1220703,819,0.001708984,0.1708984,585,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Sun,Chain Length,Yes,Yes,1,21,0.002197266,0.2197266,455,0.002685547,0.2685547,372,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Moon,Chain Length,Yes,Yes,1,21,0.002197266,0.2197266,455,0.002685547,0.2685547,372,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Sun,Chain Length,Yes,Yes,1,31,0.003173828,0.3173828,315,0.003662109,0.3662109,273,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOS Battle,Ultra Moon,Chain Length,Yes,Yes,1,31,0.003173828,0.3173828,315,0.003662109,0.3662109,273,While encountering Pokemon@ reducing the Pokemon to low health and using an Adrenaline Orb will cause the Pokemon to call for help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Let's Go Pikachu,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Let's Go Eevee,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,11,0.000976563,0.0976563,1024,0.001464844,0.1464844,683,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,11,0.000976563,0.0976563,1024,0.001464844,0.1464844,683,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,21,0.001953125,0.1953125,512,0.002441406,0.2441406,410,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,21,0.001953125,0.1953125,512,0.002441406,0.2441406,410,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,31,0.002929688,0.2929688,341,0.003417969,0.3417969,293,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,31,0.002929688,0.2929688,341,0.003417969,0.3417969,293,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.  Using a Lure increases the chance of a shiny Pokemon appearing.  Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,1,0.000488281,0.0488281,2048,0.000976563,0.0976563,1024,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,1,0.000488281,0.0488281,2048,0.000976563,0.0976563,1024,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,11,0.001220703,0.1220703,819,0.001708984,0.1708984,585,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,11,0.001220703,0.1220703,819,0.001708984,0.1708984,585,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,21,0.002197266,0.2197266,455,0.002685547,0.2685547,372,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,21,0.002197266,0.2197266,455,0.002685547,0.2685547,372,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Pikachu,Chain Length,Yes,Yes,1,31,0.003173828,0.3173828,315,0.003662109,0.3662109,273,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lured Capture Chain,Let's Go Eevee,Chain Length,Yes,Yes,1,31,0.003173828,0.3173828,315,0.003662109,0.3662109,273,Capture the same pokemon consecutively without allowing a pokemon to escape from the battle.  Running or encountering a different Pokemon does not break the chain.   Shiny Pokemon will appear in the overworld with a sparkling effect and in their shiny colours. Odds only occur when using a Lure.,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Sword,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Pokemon except Poipole@ Cosmog@ Cobalion@ Terrakion@ Virizion@ Keldeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Odds,Shield,Encounter,Yes,Yes,1,1,0.000244141,0.0244141,4096,0.000732422,0.0732422,1365,Randomly encountering wild Pokemon can result in a Pokemon being shiny.,All Pokemon except Poipole@ Cosmog@ Cobalion@ Terrakion@ Virizion@ Keldeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
