Name,Pokedex Number,Go,Shiny Available in Go,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,Fire Red,Leaf Green,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Lets Go Pikachu,Lets Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Sexual Dimorphism,Mega Evolution,Gigantamax Form,Alternate Forms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyogre,382,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,One,One,No,No,No,No,No,One,No,No,No,No,No,No,No,No,One,No,No,No,One,Unobtainable,Unobtainable,No,One,Unknown,Unknown,Unknown,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groudon,383,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,One,No,One,No,No,No,No,No,No,One,No,No,No,No,No,No,One,No,No,No,One,No,Unobtainable,Unobtainable,One,No,Unknown,Unknown,Unknown,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayquaza,384,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,One,One,One,No,No,No,No,No,One,One,No,No,No,No,No,No,One,One,No,No,One,One,Unobtainable,Unobtainable,One,One,Unknown,Unknown,Unknown,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jirachi,385,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,No,No,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deoxys,386,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,No,One,One,One,No,No,No,No,No,No,No,No,No,No,No,One,One,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Normal Forme,Attack Forme,Defence Forme,Speed Forme,,,,,,,,,,,,,,,,,,,,,,,,
Turtwig,387,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Starter Only,Starter Only,Starter Only,No,No,No,No,No,No,No,No,Choice,Choice,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Starter Only,Starter Only,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gortle,388,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,No,No,No,No,No,Evolve,Evolve,No,No,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torterra,389,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,No,No,No,No,No,Evolve,Evolve,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimchar,390,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Starter Only,Starter Only,Starter Only,No,No,No,No,No,No,No,No,Choice,Choice,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Starter Only,Starter Only,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monferno,391,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,No,No,No,No,No,Evolve,Evolve,No,No,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernape,392,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,No,No,No,No,No,Evolve,Evolve,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piplup,393,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Starter Only,Starter Only,Starter Only,No,No,No,No,No,No,No,No,Choice,Choice,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Starter Only,Starter Only,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prinplup,394,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,No,No,No,No,No,Evolve,Evolve,No,No,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empoleon,395,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,No,No,No,No,No,Evolve,Evolve,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starly,396,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staravia,397,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Evolve,Evolve,No,Evolve,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staraptor,398,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,Evolve,No,No,Evolve,Evolve,No,No,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidoof,399,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibarel,400,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kricketot,401,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kricketune,402,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinx,403,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxio,404,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,Evolve,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxray,405,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budew,406,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roderade,407,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,Evolve,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranidos,408,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampardos,409,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,No,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,No,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,No,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shieldon,410,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastiodon,411,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Evolve,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Evolve,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burmy,412,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,No,No,No,Plant Cloak,Sandy Cloak,Trash Cloak,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam Plant Cloak,413,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Evolve,Evolve,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unknown,No,No,No,Plant Cloak,Sandy Cloak,Trash Cloak,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam Sandy Cloak,413,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Evolve,Evolve,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unknown,No,No,No,Plant Cloak,Sandy Cloak,Trash Cloak,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam Trash Cloak,413,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Evolve,Evolve,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unknown,No,No,No,Plant Cloak,Sandy Cloak,Trash Cloak,,,,,,,,,,,,,,,,,,,,,,,,,
Mothim,414,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Evolve,Evolve,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combee,415,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vespiquen,416,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Evolve,Evolve,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachirisu,417,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buizel,418,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floatzel,419,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherubi,420,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherrim,421,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Unknown,No,No,No,Overcast Form,Sunshine Form,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellos,422,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,East Coast,West Coast,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon,423,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,No,No,No,No,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,East Coast,West Coast,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambipom,424,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Driftloon,425,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drifblim,426,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buneary,427,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopunny,428,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Yes,No,No,No,Evolve,Evolve,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Unknown,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mismagius,429,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Evolve,No,Evolve,Evolve,No,Yes,No,No,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Evolve,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honchkrow,430,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,No,No,Evolve,Evolve,Yes,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,No,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glameow,431,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purugly,432,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,No,No,No,No,No,No,Evolve,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chingling,433,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunky,434,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,No,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuntank,435,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,No,No,No,No,No,Evolve,No,Evolve,Evolve,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,No,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronzor,436,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronzong,437,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonsly,438,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mime Jr.,439,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happiny,440,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattot,441,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
